mail_id,title,query,query_date,reply,reply_date,reply_agency,url
20210222004,关于通江北路香菊苑小区西门施划人行横道标志的建议,尊敬的市长：    我是居住在香菊苑小区的居民，香菊苑小区西门和嘉恒小区的共用出路（通道）正好对着通江北路，特别是国道242黄岔岭隧道以及北环路通车后，小区门前公路车流量急剧增加，而且过往车辆高速通过，但是，门前公路（通江北路）至今没有施划人行横道，对出入小区的行人、车辆带来极大安全隐患，危及广大居民生命安全，希望尽快解决为盼。谢谢！ ,2021-02-22,"    网友你好，你反映的问题已转市交警支队阅处。
2021年2月24日
    网友你好，你的建议已收悉，感谢你对我们城市交通提出宝贵意见。根据城市道路实际情况，北环路口至通江北路属缓冲下坡路段，车速比较快。为了保障人民群众出行，确保市民人身安全，我队根据道路实际情况，由商州大队负责，尽快联系该路段项目部有关负责同志，对存在的安全隐患进行排查，并督促该项目部在向北50米处设置减速带，施划人行横道线，并补充有关交通标志，预防重特大事故的发生。
商洛市公安局交通警察支队2020年3月1日",2021-02-24,商洛市公安局交通警察支队,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6954
20210222002,关于农村通村公路问题,领导您好，我是商洛市镇安县月河镇西川村七组的一个村民。国家的好政策公路到家门口，我们一直没享受到，如果说我们这路维修成本高也就罢了，但是我们邻村有的还住在山上 就几户人家也给通公路到门口了，我们这有20多户人家（以户口本为准），住在离政府不远，大概有三公里河道的人家，一直没有河坝和公路到家门口，那个公路修到邻村就没往我们这修了，我们平时走路都是一个很窄的发电用的水渠，还曾经有小孩淹死过，因为都是普通农民所以也没人管和重视，平时走路无所谓，有时候搬运东西就得传统人力扛，特别谁家有个大点事情就特别麻烦，我们也是中华人民共和国合法公民，既然国家有这个政策，我们也应该享受国家给的好政策，麻烦领导们能帮忙解决一下这个路的问题，感谢。领导，你说让给村里反映，关键村里知道这事也没处理，也没有实际行动，反映就是请求领导给解决我们普通老百姓说了没啥用，希望领导帮忙解决，谢谢。,2021-02-22,"    网友你好，你反映的问题已转镇安县人民政府阅处。
2021年2月24日
    网友你好，你反映的问题镇安县政府高度重视，迅速安排我局实地调查核实。现回复如下：    月河镇西川村通村水泥路于2015年经省市立项批复建设，路线全长6公里，面层为水泥混凝土路面。所反映的“月河镇西川村七组道路”属通组路建设项目，按照省市相关政策，2018年仅实施了深度贫困村通组路，月河镇西川村属于非贫困村，一般贫困村及非贫困村通组路暂无相关政策扶持。该路线带动十余户群众，且因发电站的存在不具备修建条件。日常出行可以从上游三百米的过水路面出行，并已经硬化，完全具备通行通车条件。
镇安县交通运输局2021年3月1日",2021-02-24,镇安县交通运输局,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6952
20210222001,咨询商洛市党风廉政建设警示教育基地联系方式,领导您好，我单位是省属国企目前在商洛设有分公司，近期组织党员干部进行廉政教育，网上没有找到相关联系方式，现咨询商洛市党风廉政建设警示教育基地联系电话及地址。谢谢。,2021-02-22,    网友你好，建议你向市纪委监委咨询，联系电话：2313670。,2021-02-22,市信息中心,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6951
20210221006,物业不作为，阻止业主车进小区,物业无理堵门，业主有家难回！文卫路北段御园小区（原西关窑厂），长期以来物业管理混乱，自来水三天两头出问题，小区内绿化、路灯、消防设施、电梯、监控设备等基础设施不全。小区内至今还有建筑施工时遗留的建筑垃圾。最近小区又托词消防投诉堵了小区大门，致使业主们的车辆无法进入小区，业主们投诉无门，车辆停在小区门口很多业主被交警贴条！各级领导，物业是早有预谋的算计业主！年前他们就尝试着堵了几天大门，可能因为要过年没有继续，过年长假刚刚结束他们一边堵门，一边在正对道闸的地方架设了摄像头。我们报110，110安排城关派出所出警，民警来到现场说不归他们管并且告诉我们不要尝试搬开道闸，要我们找房管局，我们又找到房管局，他们说物业公司是因为被投诉有车辆堵塞消防通道所以堵门！难道说物业公司可以找个理由就违规违法，我们业主们就要遵纪守法的被他们揉圆搓扁？业主们的车已经连续3天（2.19至今）没有进入小区了，每天晚上只能停在大门口。恳请各级领导重视这件事情！它关系着小区八百多户居民的幸福感！ ,2021-02-21,"    网友你好，你反映的问题已转商州区人民政府阅处。
2021年2月22日
    网友你好，你反映的问题商州区政府领导高度重视，立即安排相关部门调查处理。现回复如下：    一、基本情况    该信件反映御源花园小区管理混乱、基础设施不健全、车辆无法进入小区等问题。    二、调查情况    （一）关于“小区管理混乱”问题    经查，问题属实。该小区由于后期烂尾，基础设施设备均不健全，部分业主拒缴物业费，物业公司收费率不到50%，难以维持正常运转。物业公司已向城关街道办事处提交成立业委会和召开首次业主大会申请，希望重新招聘物业公司进驻服务，但因无业主报名参加，至今无法实施召开业主大会解决相关问题。区住建部门要求物业公司严格按照《陕西省物业服务指导标准》进行服务，同时希望广大业主也能履行好缴纳物业费义务，共同提升小区居住品质。    （二）关于“小区基础设施不健全”问题    经查，问题属实。2013年，因资金链短缺后，小区消防、规划等设施均未通过验收，后因小区业主急需用房，在尚未验收的情况下违规入住。区住建部门已向市住建部门报告，建议督促开发企业尽快按照相关程序进行申请验收，并督促物业公司加强设施设备的维护管理，确保消防设施正常运转。    （三）关于“车辆无法进入小区”问题    经查，问题属实。小区共有车位289个，每户只能登记一辆车，现已登记334个，现有车位无法满足业主停车正常停车需求。超出车辆进入小区后占用消防通道及公共区域通道停车，导致部分车辆在大门口堵塞。2月24日下午，经现场协调，已恢复小区大门口交通，车辆能正常出入，并已开展小区消防通道划线工作。下面我区督促相关部门强化后续跟踪，规范物业公司和业主行为，确保类似情况不再发生。
商州区人民政府办公室2021年2月26日",2021-02-22,商州区人民政府办公室,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6950
20210218004,有关五星村村民安全住房问题,"尊敬的市长：    您好！我是来自陕西商洛的一名在校大学生，如今给您写着封信的目的是想向您反映关于我们家盖的房屋因政府安装光伏后雨水冲刷已经构成危房，而当地政府和光伏公司也就是商洛城投公司对此相互推卸责任，现如今无人来管这一情况。   这件事从2016年至今，一直都没有给我们一个答案。我爸因房子问题多次回老家找当地政府和城投公司，从村上找到镇上，但政府人员根本就没将这件事放在心上，从未主动联系我们解决此事。直到去年五六月份的时候，我爸对此事在毫无办法的情况下给“市长信箱”写了封信，来反映这件事。第二天，就有政府领导来解决此事。但是，说是来解决此事却没有来我们家，而且态度十分不诚心，最后不欢而散。政府人员对此事始终冷淡应付、毫无作为，甚至想要以权压人，将此事作罢！   我们家因为这件事曾多次寻找镇上解决此事，但解决方案迟迟不出，政府人员死拖着不肯解决，向您反映后才来找我们商量解决。说是商量但镇上来的领导态度十分强硬，尤其是镇长，态度恶劣，不为我们农民解决生存大计，还妄想从我们家走水渠。当时城投公司预算走水渠要花费十多万，镇长却对我们说：“三万，你们房子自己修，水渠你们自己想办法，这件事情没有商量！”怎么，国有扶贫企业和政府部门犯了错就是这样的态度，人民的公仆现在骑到百姓的头上作威作福。党的宗旨是为人民谋幸福、为国家谋复兴，而不是政府人员高高在上压迫人民，老百姓过着苦日子无人主持公道。   去年10月份我爸妈为这件事特地回了趟老家，待了近半个月。当时的驻村干部了解此事后，找到我爸妈商量解决此事，当时这位驻村干部态度很积极，也找了商州城投公司的人来一起商量解决办法。后来我爸妈因工作原因返回西安，这件事也断断续续没了音信。直到今天，这位驻村干部如今的副镇长却打电话告知我们，这件事解决不了，让我们另想办法。因为这房的原因我们家已经好几年过年没有回家。真是有家不能，政府无作为。国有扶贫企业和政府的疏忽给人民造成重大的损失，现在却要人民来买单。难道政府造成的问题政府还无法解决吗？更可笑的是就这样我们村还实现了脱贫。我们家的房子还没住，如今墙上布满裂缝，地板砖近乎全部起翘，大水淹没了厨房，门锁几乎坏死，住着这样房子的我们，难道还算脱贫吗？   《脱贫刚要》指出2020年实现农村贫困人口住房安全有保障。现如今我就想问：都2021年了这样的房子安全吗？谁来保证我们百姓的安全？政府的责任都尽到哪里去了？脱贫攻坚，政府要尽的是责任，干实事，为老百姓谋幸福靠的不是一张嘴，嘴一张就脱贫了？遇事只知道""踢皮球""!这件事一拖再拖，至今政府给出的答案始终是“我们解决不了，这件事我们管不了”。现在我给您写这封信的目的是希望您在了解了这件事后能够给予我们帮助，给这件事画上一个圆满的句号。如果此事还无法解决的话，我们就只好继续向上反映，希望您能够重视一下老百姓的民生问题，谢谢！此致敬礼！
写信人：李捷2021年2月18日 ",2021-02-18,"    网友你好，你反映的问题已转商州区人民政府阅处。
2021年2月20日
    网友你好，你反映的问题商州区政府领导高度重视，立即安排相关部门调查处理。现将调查处理情况回复如下：    一、基本情况    该信件反映五星村村民房屋因安装光伏后雨水冲刷构成危房，而政府和城投公司对此相互推卸责任，如今无人来管。    二、调查情况    （一）对“房屋安装光伏后雨水冲刷构成危房”问题查处情况。经查，群众反映内容部分失实。该群众房屋紧靠坡边（灶房后墙离山不足10公分），此处山坡地势斜度较大，雨水容易倾流至坡下房屋，电厂安装光伏只是房屋受损的一方面原因。    （二）对“政府和城投公司对此相互推卸责任，如今无人来管”问题查处情况。2020年间，麻街镇村干部多次与该户沟通商量解决办法，并到该户家中实地查看情况，同时多次与城投公司负责人进行对接。2020年6月2日，城投公司联系专业人员和镇村干部到现场进行查看，提出了排水改造、多套赔偿方案，但由于该户诉求过高，提出方案与其诉求存在较大差距，未能达成一致。鉴于群众与城投公司未达成共识，麻街镇建议其走司法程序，但群众不愿走司法程序。    2月23日麻街镇和城投公司对此问题进行再次研判，目前正在进一步协商中，我们将加大工作力度，加强沟通对接，力争尽快解决到位。
商州区人民政府办公室2021年3月1日",2021-02-20,商州区人民政府办公室,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6939
20210216003,商州区麻街镇肖塬村,商州区麻街镇肖塬村八组楼房沟和大荆镇石涧川麻沟或者罗沟道路不通或修盘山路在打通隧道可以进入商州区大荆镇和麻街交通出行方便问题市区交通局领导考察解决两地出行问题,2021-02-16,  网友你好，我们对您的留言反映的问题进行了初核，发现有关信息不清，要素不全，尚无法办理。请您将有关情况详细整理后，再进一步反映，以利于我们有针对性地开展工作，推动问题的解决。欢迎您继续关注商洛，及时给我们提出宝贵的意见和建议。,2021-02-22,市信息中心,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6931
20210215003,商南高中不顾疫情防控提前开学,尊敬的市领导，您好，我是商南高中的学生，在此向您反应问题，商南高中不顾疫情影响，不顾市教育厅文件执意提前开学，引起学生普遍不满。,2021-02-15,"    网友你好，你反映的问题市教育局高度重视，立即要求商南县科教体局办复。经该县安排人员深入两所高中实地督查了解，相关投诉不实。现回复如下：    根据商洛市教育系统新冠肺炎疫情防控工作领导小组转发《陕教疫控组关于加强近期全省教育系统师生来陕返陕管控工作的通知》（商教防肺办函〔2021〕4号），要求“各县区、学校对2021年春季开学时间进行调整或拟提前组织师生返校的，必须经所在县区防肺办审批同意后，方可通知师生，并在县区防肺办指导下做好返校工作预案和应急预案，严格落实常态化疫情防控有关措施”。商南县高级中学、鹿城中学结合所在县区疫情防控形势提前向主管局提出开学申请，经商南县科教体局研究决定，拟对两所高中的高三年级春季开学时间提前至2021年2月17日（正月初六）、高一高二年级提前至2月19日（正月初八），并向商南县防肺办提交了普通高中提前开学的书面报告。县防肺办批示同意两所高中提前分批开学，并提出了具体的疫情防控工作要求。商南县科教体局按照县防肺办《关于两所普通高中拟提前开学的批复》精神，由局长亲自带队先后3次深入学校，指导两所高中制定了详实的开学工作方案和应急预案，督查了开学前校园环境消毒消杀、所有师生14天健康检测、外出或旅居史摸排等措施落实情况，并对两所高中未按时返校的53名学生，落实了“一人一档一方案、一人一盯防”的管控措施，对所有返校师生进行了新冠病毒核酸检测，截止2月19日，共完成核酸检测4471人，其中县高级中学学生3331人、教师213人、后勤服务人员86人，县鹿城中学学生716人、教师68人、后勤服务人员57人，有效保障了高中开学平安有序。    下一步，我们将督促商南县按照疫情防控“一网两案九制”工作要求，持续抓实抓牢校园常态化疫情防控工作，严格落实环境消毒消杀、师生健康检测、师生外出管控、返校复课查验等措施，织密织细校园疫情防控网，取得社会和家长的理解支持，确保校园疫情防控和提高教育质量“两手抓、两手硬”！
商洛市教育局2021年2月20日",2021-02-20,商洛市教育局,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6926
20210208005,关于怡翠山庄小区物业不作为,     关于物业问题，这是目前业主最头疼的事，看了市长信箱中很多人都举报投诉，可是只见咱的行政部门刚说收费标准，从没有把物业服务的内容一条一条说出来，咱这物业是刚收费，不作为，不知道是咱那些部门监督约束其行为，比如一个月交的物业费到底都服务那些内容，是否包含电表改造后的公摊电费，那假如以后水表改造后是否还包含水费公摊？为什么没有一个部门来明确这些内容？？？城建局旗下的物业办是一个什么部门，举起职责是什么？在和谐社会发展至今，物业和业主的关系缺如此尖锐，我们的相关部门坐视不理，这是典型的不作为懒作为，2018年怡翠山庄小区业主进行维权，关于物业不作为，乱收费，小区公共用房私自租赁，乱建别墅，地下车库性质不明确，物业相关费用不公示，后来在商洛市信访局办公室，刘湾街办，商州区城建局物业办，怡翠山庄物业公司答应回答这些问题，后来不了了之，目前小区筹建业委会，刘湾街办相关人员要求小区全部业主的签字和资料，这是否存在故意刁难，根其所知，只需要小区80%以上即可，为何需要全部？小区违建别墅，是否和秦岭环境整治背道而驰？刘湾街办在小区办理成立业委会资料是否存在刁难？商州区城建局物业办和商洛市城建局物业办对目前整个商洛各个小区物业和业主存在的尖锐问题有没有积极解决？难道是等矛盾扩大化了才被动的解决？每次交物业费未给正式发票，是否存在偷税漏税的嫌疑？各个部门不能整天闭门造车去睁一只眼闭一只眼，希望能够积极的来解决问题，才能提高公信力度，以上问题希望相关部门能给予积极解决！,2021-02-08,"    网友你好，你反映的问题已转商州区人民政府阅处。
2021年2月10日
    网友你好，你反映的问题商州区高度重视，立即安排专人调查处理。现回复如下：    一、基本情况    群众主要反映怡翠山庄小区物业未将物业服务内容公示、缴纳物业费没有正式发票、地下车库性质不明、小区筹建业委会需全部业主签字同意等问题，希望政府能够积极解决。    二、群众反映问题调查处理情况    （一）、关于“物业服务内容未公示” 问题。    经查，商洛众鑫诚物业公司对怡翠山庄进行前期物业服务，在小区物业服务中心公示了物业服务费包含的“基本要求”、“房屋管理”、“共用设施设备维护”、“公共秩序维护”、“保洁服务”、“绿化养护管理”六大项目，没有公示具体的内容。我们已要求物业企业将《陕西省物业服务指导标准》中物业服务六大项目的具体内容进行公示。    （二）、关于“公摊电费及水费”问题。    按照《陕西省物业服务收费管理实施办法》第二十一条第二款规定，公共照明、景观设施等其他共用水、电费用，物业服务企业应单独计量，严格按照水电价格政策据实分摊并定期公布。因此，电表、水表改造后的公用电费及水费不包含在物业费当中。    （三）、关于“筹建业主委员会”问题。    按照《商洛市住宅物业管理条例》第十三条规定：“符合业主大会成立条件的，建设单位应当在十五日内书面告知物业所在地的县(区)物业管理行政主管部门和镇人民政府、街道办事处，并在物业管理区域内公告。建设单位未及时履行告知义务的，已售物业业主百分之五以上联名可以书面告知。物业所在地的镇人民政府、街道办事处应当自收到书面告知三十日内，在县（区）物业管理行政主管部门的指导下，组织成立业主大会筹备组。”    经查，该小区共867户，房屋出售面积且已经交付使用的建筑面积达到物业管理区域建筑物总面积百分之五十以上，符合召开首次业主大会的条件。之前有6名业主联名向刘湾办事处提交成立业主委员会的申请，由于人数不符合“已售物业业主百分之五以上”，刘湾办工作人员要求业主按照规定人数补齐相关资料后再次提交便可，目前，刘湾办事处暂未收到业主完善后的申请。    （四）、关于“地下停车库性质”问题。    该小区的地下车位由开发商进行出售，按照《物权法》第七十四条“建筑区划内，规划用于停放汽车的车位、车库的归属，由当事人通过出售、附赠或者出租等方式约定”及《城市地下空间开发利用管理规定》第二十五条“地下工程应本着‘谁投资、谁所有、谁受益、谁维护’的原则，允许建设单位对其投资开发建设的地下工程自营或依法进行转让、租赁”的规定，该小区车位由开发商投资建设，开发商出售停车位符合相关规定。    （五）、关于“未开具正式发票”问题。    该小区物业企业按季度进行纳税申报，并足额缴纳税款，需要正式税票的业主可随时携带缴费票据前往物业财务换取正式税票。
商州区人民政府办公室2021年3月2日
 ",2021-02-10,商州区人民政府办公室,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6917
20210208003,物业不作为，小区秩序乱,领导： 您好，我是晨光江畔假日二期的一个普通业主，老家原住于牧护关镇，因老家房子地质问题于2016年在晨光购买移民搬迁安置房。如今已入住两年有余，一个移民搬迁小区，物业费一个月每平方0.85元，公摊面积私用，物业费有时候晚交几天收取滞纳金。还不给买水。小区基本上都是农村来的，物业不管不顾，门卫保安凶神恶煞。没拿门禁出门眼睁睁看着也不给开门地下车库一进一出就收费，试问这种服务和和此种环境物业费标准敢和市中心繁华地段相媲美。我看新闻和查资料，物业收费标准高低应高是根据物业等级和小区绿化以及环境和服务来定标准的，晨光江畔假日就是一个搬迁小区。这个物业收费一句那条那款。而且到现在房产证迟迟不予办理。打电话一层推一层。最严重的是楼道楼梯口到处是电动车，更有甚者直接把电动车骑回家里或者在楼道充电，试问这种安全吗，作为一个普通老百姓。我不奢求能得到很公平公正的对待，这也不现实，但是作为一个业主。只希望维护自身最基本的利益。忘上级领导能给与圆满答案 ,2021-02-08,"  网友你好，来信已收悉，你反映的问题已转商州县人民政府阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
  网友你好，你反映的问题商州区政府领导高度重视，立即安排相关部门调查处理。现回复如下：  一、基本情况  晨光江畔假日小区建于2017年5月，隶属商洛晨光集团公司旗下项目，也为陕南移民搬迁项目，位于江滨大道朝阳路东段。现由商洛市恒瑞物业公司负责小区前期物业服务工作，该公司成立于2012年8月，有员工18人。  二、核查处理情况  （一）关于“物业收取服务费及群众反映滞纳金”相关问题  经查，物业所收服务费严格按照《陕西省物业服务收费管理办法》及与业主签订的《委托物业服务合同》第三章第六条约定每平米0.85元/月实施收费，并严格执行三级资质服务标准提供服务。群众反映滞纳金是合同中约定的违约金，物业企业并未收取该项费用。  （二）关于“地下停车场收费”相关问题  经查，该小区地下车位共69个，每个按7至9万元不等进行出售，另加停车服务费，服务费标准依据《陕西省车辆停放收费标准》及与业主签订的《物业服务管理合同》约定每车位80元/月执行。   （三）关于“房产证办理滞后”相关问题  经查，该情况属实。该小区目前已办证27户。因小区住户享受陕南移民安置政策，所需办证佐证资料较多，工作量较大，开发企业将逐户指导业主提供资料，加快办证进度，确保符合政策业主应办尽办。  （四）关于“电动车乱放乱充电”相关问题。  经查，该情况属实。对此，物业企业在小区大门、电梯、公示栏等区域已设立严禁电动车乱停乱放、违规充电警示牌，同时在小区规划电动车停放区，并增建充电桩设施。我区房管部门要求物业企业对乱停放及违规充电的业主，及时劝导制止，对劝阻未果的业主，将联系相关部门对其进行处罚。  我区将督促相关部门强化后续跟踪，规范物业公司和业主行为，确保类似情况不再发生。
商州区人民政府办公室",2021-02-10,商州区人民政府办公室,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6915
20210207001,西安庄和置业有限公司洛南分公司开发的“庄和博樾湾”房地产项目存在严重违规行为,事发时间：2020-12-31；涉事单位：西安庄和置业有限公司；单位地址：商洛市洛南县庄和博樾湾项目地；事件过程：我公司现实名举报西安庄和置业有限公司洛南分公司开发的“庄和博樾湾”房地产项目存在严重违规行为： 1、未取得《施工许可证》，即开始进行工程施工； 2、未取得《商品房预售许可证》，违规收取客户认筹款，每户5000元/套。按国家规定，未取得预售证，以任何方式收取客户房款均属违规行为。 请求政府有关部门对此违规现象进行查处，还市民一个公正法制的社会。 工单编号：WZ9961000021020300002 ,2021-02-07,"    网友你好，你反映的问题已转洛南县人民政府阅处。
2021年2月7日
    网友你好，你反映的问题洛南县高度重视，立即责成县住建局（房管局）迅速开展了调查处理。现回复如下：    一、反映问题及诉求    网民反映西安庄和置业有限公司洛南分公司开发建设的“庄和·铂樾湾”项目存在未取得《施工许可证》施工、未取得《商品房预售许可证》违规销售，收取认筹款的情况。诉求：请主管部门依法查处其违法行为，还市民一个公正法制社会。    二、相关情况    （一）项目基本情况    “庄和·铂樾湾”项目由西安庄和置业有限公司洛南分公司开发建设，该房地产开发企业统一社会信用代码为91611021MA70XXCR7X。企业负责人：周海，企业地址：洛南县四皓街道办事处柳林社区文圣名城06（商铺）。    （二）调查情况    1. 关于项目未取得《施工许可证》施工的问题。经调查：2020年7月22日，县城建监察大队执法工作人员在巡查过程中发现西安庄和置业有限公司洛南分公司开发的“庄和铂樾湾”房地产项目开始动工建设，经实地勘查和调查发现，该项目在未取得《建设用地规划许可证》和《建设工程规划许可证》的情况下擅自动工修建框架结构的房屋(售楼部)，随即对该违法建设行为予以立案调查，并现场对其项目负责人下发了《责令停止违法行为通知书》和《限期改正违法行为通知书》，在案件调查终结后，上报县住建局处理。 2020年12月8日，县住建局对该项目开发公司下发了《行政处罚决定书》对其违法建设行为处工程造价5%的罚款(248600元)，并要求其自行拆除违法建筑物。该项目开发公司在接到《行政处罚决定书》后，未在期限内履行该处理决定，按法律程序于2021年1月27日县城建监察大队又对其下发了《催告书》，要求尽快履行《行政处罚决定书》的处理决定。    2. 关于项目未取得《商品房预售许可证》违规预售的问题。经查，该项目在未办理商品房预售许可证的情况下公开面向社会宣传，并违规收取部分购房户5000元/套。该行为违反了《中华人民共和国城市房地产管理法》（1994年主席令第29号，2007年8月30日修订）第四十五条、《商品房销售管理办法》（2001年建设部令第88号）第三十八条、《城市商品房预售管理办法》（1994年建设部令第40号，2004年7月20日修正）第十三条、《城市房地产开发经营管理条例》第二十二条之规定。    三、处理情况    （一）关于项目未取得《施工许可证》施工的问题。由县城建监察大队按2021年1月27日对其下发了《催告书》要求，督促该公司尽快履行《行政处罚决定书》的处理决定。    （二）关于项目未取得《商品房预售许可证》违规预售的问题。县住建局于2021年1月29日已向西安庄和置业有限公司洛南分公司下发了行政处罚决定书（洛建发﹝2021﹞46号）。要求其：    1.在2021年1月29日前停止各种违规销售行为，关闭售楼部。    2.将前期宣传、收取诚意金等非法预售行为以书面报告形式报县住建局、县房管中心。    3.如数退还违规收取的所有诚意金等各类预收款项。    4.对其违规预售行为处以罚款人民币壹拾万元整（￥：100000.00元），限十日内自行缴清罚款。    5.对其违规预售行为全县范围内通报，要求其以此为戒，严格遵守《商品房预售管理办法》等法律法规，合规经营，切实维护全县房地产市场正常生产经营秩序。    2021年2月7日，洛南县房产管理中心安排专人赴“庄和·铂樾湾”项目营销中心现场对西安庄和置业有限公司洛南分公司对行政处罚决定书（洛建发﹝2021﹞46号）的执行情况进行了实地检查，要求其严格执行行政处罚决定书的相关要求，配合县住建局及县房管中心处理后续事宜。    四、下一步工作措施    下一步，县政府将针对房产开发销售领域不规范现象，持续做好督查督办，抓好房产开发销售领域存在问题整改，维护购房群众利益，确保群众反映的问题不再发生，营造我县良好的投资、营商环境。
洛南县人民政府办公室 2021年3月3日   ",2021-02-07,洛南县人民政府办公室,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6910
20210204001,关于农村通村公路的问题,领导，您好  我是商洛市镇安县月河镇西川村七组的一个村民。 国家的好政策公路到家门口，我们一直没享受到，但是我们邻村有的还住在山上 就几户人家也给通公路到门口了，有的人说是人家的村长是为人民办事的好村长  有的人说人家有关系  我们这村长不为农民办事  再一个没有啥厉害关系  当然这个都是听当地村民的谈话  也就是一听  每次问村长  村长都说来年修  这样说了几年了  现在说这话的村长刚刚更换了  这事也不知道咋处理的  我们这有20多户人家（以户口本为准）  住在离政府不远  大概有三四公里河道的人家  一直没有河坝和公路到家门口  那个公路修到邻村就没往我们这修了  我们平时走路都是一个很窄的发电用的水渠  还曾经有小孩淹死过  因为都是普通农民所以也没人管和重视 平时走路无所谓 有时候搬运东西 就得传统人力扛  特别谁家有个大点事情就特别麻烦      我们也是中华人民共和国合法公民，既然国家有这个政策  我们也应该享受国家给的好政策   麻烦领导们能帮忙解决一下这个路的问题  感谢 ,2021-02-04,    网友你好，通村路问题建议你向所在村委会反映，通过“一事一议”方式解决。,2021-02-22,市信息办,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6898
20210203006,第二次用讲课答辩成绩淘汰人的依据是什么？,尊敬的市长：我们是商洛市基层教师，参加2020年的一级和高级教师评选，在评选前先进行了讲课答辩，在淘汰掉了10％教师基础上，我们成功进入人社局的评审环节。人社局在教师评职群中说：“评审时，讲课和答辩按10％优秀和80％合格进入量化积分（有聊天记录图片为证）。”但事实上说的和做的前后矛盾，最终致量化积分不顾，再次单凭讲课答辩成绩淘汰了一些人。 评审前已用讲课答辩成绩淘汰掉了10％的人；我们想问：评审时再次用讲课答辩成绩淘汰人的依据是什么？是否合理公正？请商洛人社局公示教师职称评审方案，给大家一个明白。 ,2021-02-03,"    网友你好，你反映的问题现回复如下：    按照《陕西省专业技术职称评审工作规则(试行)》要求，高级职称评审通过率不超过80%。根据《陕西省中小学教师职称(职务)评审办法》规定，中小学教师职称评审程序主要包括教育教学能力测试、同行专家评议、评审表决等环节。为了做好2020年度全市中小学教师职称评审工作，并落实通过率不超过80%的要求，市教育局在安排教育教学能力测试时，按照《陕西省中小学教师教育教学能力测试规则》规定优秀人员比例不超过10%、不合格人员比例不低于10%，申报人员教育教学能力测试答辩成绩不合格，视为其教育教学能力水平不符合晋升职称要求，并将教育教学能力测试成绩带入同行专家评议环节结合评审材料量化积分进行综合评价。在评审表决环节，有8人因为教育教学能力测试分数过低而未通过(讲课共分为7个组，每组最后一名，和1名缺席人员)。因此，不存在信中所反映的“在讲课淘汰10%的基础上，再次凭讲课答辩成绩淘汰人”的问题。另外，本次评审工作，评委会严格按照有关规定程序和要求开展评审工作,市纪委监委驻市委组织部纪检监察组和市纪委监委驻市卫健委纪检监察组也派人全程参与监督，未发现违规违纪问题。
商洛市人力资源和社会保障局2021年2月8日
 ",2021-02-08,商洛市人力资源和社会保障局,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=6897
